dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
166373,"조심2018광3569","심판","기각","청구법인이 중소기업 등에 대출을 실행하여 지방자치단체 등으로부터 수령한 이차보전금이 「교육세법 시행령」 제4조 제2항 제3호의 ‘국고보조금’ 또는 ‘자산수증익’에 해당된다는 청구주장의 당부","쟁점이차보전금은 청구법인의 대출행위에 대한 대가의 일부를 지방자치단체 등으로부터 수령한 것에 불과하여 그 실질은 금전대여에 대한 이자수익에 해당하는 것으로 보이는 점, 청구법인이 대출이자율을 결정하고 융자금 회수에 대한 책임 등을 부담하는 등 중소기업 등에 통상적인 영업활동의 일환으로 대출용역을 제공하고 단지 지방자치단체 등에서 보조하는 만큼의 이자(이차보전금)를 지방자치단체 등으로부터 수령한 것에 불과한 점에서 대출금의 수혜자는 청구법인이 아닌 중소기업인 점에서 쟁점이차보전금은 자금 대출에 따른 청구법인의 이자수익으로서 무상으로 받은 자산에 해당하지 않는 점 등에 비추어 청구주장을 받아들이기 어려움","이자차액보전금, 자산수증이익","교육세법 시행령제4조"
166372,"조심2016부3751","심판","경정","청구법인이 당기순이익을 축소할 목적으로 매년 기말 재고자산을 임의로 축소조정하여 매출원가를 과다계상하였다고 보아 각 사업연도의 과세표준을 경정하였는데, 그 중 20**사업연도 과세표준 산정이 적법한지 여부 등","자재팀의 반입내역과 영업팀의 세금계산서 수취내역 등으로 보아 청구법인이 버진을 익금누락한 것으로 보아 한 처분은 잘못이 없음. 한편, 각 사업연도의 법인세 포탈세액을 산정하기 위해서는 당해 사업연도의 기초재고자산과 기말재고자산 축소액을 모두 반영하여 계산하여야 하는 것인바, 청구법인의 20**사업연도 법인세 경정시 20**사업연도 기말재고 과소계상액을 손금에 반영되어야 하는 것이 합리적인 점, 처분청의 집계 과정에서의 오류로 상당 부분이 실제 차이가 확인되지 않거나, 처분청이 최종 마감파일에 해당하는 생산일보가 아닌 가마감 상태의 생산일보 파일의 수량을 반영함에 따른 오류 등으로 확인되므로 그 차액을 매출누락으로 보기 어려운 점, 청구법인은 쟁점매입처들이 정상적인 업체인지 여부를 확인하였고, 그 후 담당자를 통해 야적장 및 설비 등을 실사한 점, 청구법인은 재고실사를 하여 그 결과 재고 부족분을 쟁점손실로 법인세 과세표준에 반영한 점, 청구법인과 ▣▣기공 사이의 매출채권 평균 회수기간이 처분청이 산정한 기간과의 차이가 0.2일에 불과하여 지연회수한 것으로 보기 어려운 점, ◎◎는 청구법인의 원재료 구매대행 업무를 수행하기 위해 설립되어 인적?물적시설을 구비하고 있었던 것으로 보이고 견적서 등으로 보아 청구법인의 원재료 구매대행 업무를 일부 수행한 것으로 나타나는 점 등에 비추어 이 건 처분은 잘못이 있음","광고대행, 수수료, 접대비, 업무무관, 위탁거래, 매입세액","법인세법 제19조 / 법인세법 제25조 / 법인세법 제67조 / 부가가치세법 제39조"
166371,"조심2018중3198","심판","기각","쟁점조세채권은 회생채권으로 조세부과권이 없다는 청구주장의 당부 등","이 건의 경우 쟁점조세채권의 소득금액변동통지일이 청구인의 회생개시결정일 이후이므로 쟁점조세채권은 회생절차개시 후의 원인으로 생긴 것인 점, 쟁점조세채권에 대한 납세고지서가 적법하게 송달된 것으로 보이는 점, 청구인은 누락되었다는 쟁점가수금 내역을 제출하였으나 동 자료의 출처 및 지급내역 등이 객관적으로 확인되지 않고, 청구인은 oo의료재단의 세무조사시에도 쟁점가수금의 소명자료를 제출한 사실이 없는 점 등에 비추어 청구주장을 받아들이기 어려움","회생채권, 교부송달, 가지급금","법인세법 제52조"
166370,"조심2016전3750","심판","경정","청구법인이 당기순이익을 축소할 목적으로 매년 기말 재고자산을 임의로 축소조정하여 매출원가를 과다계상하였다고 보아 각 사업연도의 과세표준을 경정하였는데, 그 중 20**사업연도 과세표준 산정이 적법한지 여부 등","자재팀의 반입내역과 영업팀의 세금계산서 수취내역 등으로 보아 청구법인이 버진을 익금누락한 것으로 보아 한 처분은 잘못이 없음. 한편, 각 사업연도의 법인세 포탈세액을 산정하기 위해서는 당해 사업연도의 기초재고자산과 기말재고자산 축소액을 모두 반영하여 계산하여야 하는 것인바, 청구법인의 20**사업연도 법인세 경정시 20**사업연도 기말재고 과소계상액을 손금에 반영되어야 하는 것이 합리적인 점, 처분청의 집계 과정에서의 오류로 상당 부분이 실제 차이가 확인되지 않거나, 처분청이 최종 마감파일에 해당하는 생산일보가 아닌 가마감 상태의 생산일보 파일의 수량을 반영함에 따른 오류 등으로 확인되므로 그 차액을 매출누락으로 보기 어려운 점, 청구법인은 쟁점매입처들이 정상적인 업체인지 여부를 확인하였고, 그 후 담당자를 통해 야적장 및 설비 등을 실사한 점, 청구법인은 재고실사를 하여 그 결과 재고 부족분을 쟁점손실로 법인세 과세표준에 반영한 점, 청구법인과 ▣▣기공 사이의 매출채권 평균 회수기간이 처분청이 산정한 기간과의 차이가 0.2일에 불과하여 지연회수한 것으로 보기 어려운 점, ◎◎는 청구법인의 원재료 구매대행 업무를 수행하기 위해 설립되어 인적?물적시설을 구비하고 있었던 것으로 보이고 견적서 등으로 보아 청구법인의 원재료 구매대행 업무를 일부 수행한 것으로 나타나는 점 등에 비추어 이 건 처분은 잘못이 있음","광고대행, 수수료, 접대비, 업무무관, 위탁거래, 매입세액","법인세법 제19조 / 법인세법 제25조 / 법인세법 제67조 / 부가가치세법 제39조"
166369,"조심2018서1119","심판","기각","쟁점비품 등의 양도를 쟁점부동산과 함께 양도한 영업권으로 보아 양도소득세를 과세한 처분의 당부","쟁점비품은 모텔업에 사용되는 물품으로 쟁점부동산과 구분하여 별도로 양도되었다고 보기 어렵고, 부동산 및 비품 매매계약서에 모텔사업을 포괄하여 양도?양수하기로 한다고 기재되어 있어 비품만 별도 양도하였다고 보기 어려운 점 등에 비추어 청구인이 수령한 *억원에서 쟁점비품의 장부가액을 차감한 금액을 사업용 고정자산과 함께 양도하는 영업권의 가액으로 보아 과세한 이 건 처분은 잘못이 없음","비품, 양도, 영업권","소득세법 제94조"
166368,"조심2018중2914","심판","취소","쟁점주식의 명의신탁에 조세회피목적이 없었다는 청구주장의 당부","쟁점법인의 미처분이익잉여금이 매년 증가하였으나 법인설립 이후 이 건 명의신탁주식을 환원하기 전까지 한 번도 배당을 실시한 사실이 없을 뿐 아니라 조세의 체납이나 탈루도 없으며, 쟁점주식 명의신탁에 부수하여 조세경감도 발생하지 아니하였고 향후의 조세회피 가능성도 차단된 점 등에 비추어 이 건 명의신탁에 조세회피목적이 있었다고 인정하기는 부족함","명의신탁, 증여의제, 조세회피목적, 배당, 체납","상속세 및 증여세법 제45조의2"
166367,"조심2017서5206","심판","경정","추계조사의 방법을 적용하여 청구인에게 종합소득세를 과세한 처분의 당부","청구인이 제출한 지급임차료 계정별원장 및 임대료 지급내역에 매월 ▣▣▣,▣▣▣원씩 사무실 임차료를 지급하였다는 내역이 기재되어 있고, 그 지급내역이 예금거래실적증명서로 확인되는 점 등에 비추어 사무실을 임차하고 지급한 임차료는 필요경비에 추가로 산입하는 것이 타당하다 할 것인 반면, 다른 경비 등은 청구인의 사업을 위해 지출되었다는 사실이 입증되지 아니하므로 청구주장 중 청구인이 오피스텔을 임차하고 지급한 임차료만을 필요경비에 산입하여 청구인의 20◎◎년 귀속 종합소득세의 과세표준 및 세액을 경정하는 것이 타당하다고 판단됨","추계, 필요경비","국세기본법 제16조 / 소득세법 제19조 / 소득세법 제80조 / 소득세법 제160조 / 소득세법 시행령제143조 / 소득세법 시행령제208조"
166366,"조심2018중2382","심판","기각","청구인이 쟁점사업장이 실사업자가 아니라는 청구주장의 당부","청구인이 검찰 수사과정 및 처분청 조사과정에서 자신이 실제운영자로서 중고자동차 매입가액을 부풀려 부가가치세를 환급받았다고 진술한 점, 청구인은 사업자등록에 필요한 인감도장, 인감증명서, 신분증 사본을 전달하였다고 인정하므로 납세의무 등에 관한 사항을 충분히 인지하고 있었던 것으로 보이는 점, 청구인은 자금의 입출금에 관여하여 모든 거래를 청구인과 무관하다고 볼 수 없는 점 등에 비추어 청구주장을 받아들이기 어려움","실사업자, 사업자등록, 중고자동차","국세기본법 제14조"
166365,"조심2018소3597","심판","기각","쟁점가액을 필요경비로 인정해달라는 청구주장의 당부","청구인은 입증자료로 쟁점계좌 입금내역, ▣▣▣?◎◎◎의 사실확인서 등만을 제시할 뿐 쟁점가액과 관련된 구체적인 용역수행 내용이나 용역대가의 귀속자를 명확히 제시하지 못하고 있는 점, ▣▣▣는 ◇◇◇◇◇에서 사업자등록을 한 내역이 있으나 20□□년과 20△△년에 매입과 매출이 발생하지 않아 동 기간 중에 사업을 하였다는 증거가 없는 점 등에 비추어 청구주장을 받아들이기 어렵다고 판단됨","필요경비","소득세법 제24조 / 소득세법 제27조 / 소득세법 제16조 / 소득세법 시행령제55조"
166364,"조심2018소4058","심판","기각","세무조사결과통지시 사전증여재산에 관한 내용의 통지없이 과세한 처분은 부당하다는 청구주장의 당부","청구인은 사전증여재산이 있었음을 충분히 인지할 수 있었던 것으로 보이고, 설령 세무조사결과통지서상 적출사항을 적시하지 않아 세무조사의 적출사항을 몰랐다 하더라도 열람청구권 등을 행사하여 인지할 수 있었음에도 동 권리를 행사한 사실이 없을 뿐만 아니라 세무조사에 대한 결과통지 없이 납세고지를 하였다 하더라도 그 고지의 효력에는 영향이 없고 이의신청 등을 통하여 권리를 구제받을 수 있는 등 납세자의 권리를 침해한 경우에 해당하지 아니하는 것이므로 세무조사결과통지서의 기재 내용과 달리 과세한 처분은 위법하다는 청구주장은 받아들이기 어렵다고 판단됨","사전증여, 세무조사결과통지","국세기본법 제81조의12 / 국세기본법 제55조"
